vs_link,vs_name,vs_id,ftm_name,ftm_id 
NH;https://justfacts.votesmart.org/interest-group/2366/new-hampshire-sierra-club,new hampshire sierra club,2366,New Hampshire Sierra Club State,53388163
NH;https://justfacts.votesmart.org/interest-group/2366/new-hampshire-sierra-club,new hampshire sierra club,2366,Sierra Club New Hampshire Chapter,9820165
NH;https://justfacts.votesmart.org/interest-group/2366/new-hampshire-sierra-club,new hampshire sierra club,2366,Sierra Club Of New Hampshire,27631252
NH;https://justfacts.votesmart.org/interest-group/1861/cornerstone-policy-research,cornerstone policy research,1861,Cornerstone Policy Research & Action,39766941
NH;https://justfacts.votesmart.org/interest-group/2363/new-hampshire-firearms-coalition,new hampshire firearms coalition,2363,New Hampshire Firearms Coalition-Pac,47816887
NH;https://justfacts.votesmart.org/interest-group/2012/new-hampshire-lodging-restaurant-association,new hampshire lodging restaurant association,2012,New Hampshire Lodging & Restaurant Association,8093
NV;https://justfacts.votesmart.org/interest-group/1782/nevada-prosperity-project,nevada prosperity project,1782,TimeoutException,TimeoutException
NH;https://justfacts.votesmart.org/interest-group/2874/new-futures,new futures,2874,New Futures,27631365
NH;https://justfacts.votesmart.org/interest-group/2365/planned-parenthood-new-hampshire-action-fund,planned parenthood new hampshire action fund,2365,Planned Parenthood New Hampshire Action Fund,46755969
NV;https://justfacts.votesmart.org/interest-group/2822/citizens-for-responsible-government-nevada,citizens for responsible government nevada,2822,TimeoutException,TimeoutException
NH;https://justfacts.votesmart.org/interest-group/2477/state-employees-association-of-new-hampshire,state employees association of new hampshire,2477,State Employees Association Of New Hampshire,9750054
NV;https://justfacts.votesmart.org/interest-group/2254/nevada-right-to-life-pac,nevada right to life pac,2254,TimeoutException,TimeoutException
NH;https://justfacts.votesmart.org/interest-group/342/new-hampshire-right-to-life,new hampshire right to life,342,New Hampshire Right To Life,9788713
NH;https://justfacts.votesmart.org/interest-group/333/new-hampshire-citizens-alliance,new hampshire citizens alliance,333,New Hampshire Citizens Alliance,27638847
NH;https://justfacts.votesmart.org/interest-group/2400/new-hampshire-afl-cio,new hampshire afl cio,2400,New Hampshire Afl-Cio,21458
NH;https://justfacts.votesmart.org/interest-group/2400/new-hampshire-afl-cio,new hampshire afl cio,2400,New Hampshire Afl-Cio,48062972
NV;https://justfacts.votesmart.org/interest-group/2017/nevada-policy-research-institute-npri,nevada policy research institute npri,2017,TimeoutException,TimeoutException
NH;https://justfacts.votesmart.org/interest-group/1179/new-hampshire-public-interest-research-group,new hampshire public interest research group,1179,New Hampshire Public Interest Research Group,27631458
NH;https://justfacts.votesmart.org/interest-group/1921/business-and-industry-association,business and industry association,1921,TimeoutException,TimeoutException
NJ;https://justfacts.votesmart.org/interest-group/2193/new-jersey-citizen-action,new jersey citizen action,2193,New Jersey Citizen Action,21777164
NJ;https://justfacts.votesmart.org/interest-group/2193/new-jersey-citizen-action,new jersey citizen action,2193,New Jersey Citizen Action,24794804
NJ;https://justfacts.votesmart.org/interest-group/2193/new-jersey-citizen-action,new jersey citizen action,2193,New Jersey Citizen Action,25493390
NJ;https://justfacts.votesmart.org/interest-group/1869/environment-new-jersey,environment new jersey,1869,Environment New Jersey,19449022
NH;https://justfacts.votesmart.org/interest-group/1967/new-hampshire-families-for-education,new hampshire families for education,1967,TimeoutException,TimeoutException
NJ;https://justfacts.votesmart.org/interest-group/2910/garden-state-equality,garden state equality,2910,Garden State Equality,11000732
NJ;https://justfacts.votesmart.org/interest-group/2910/garden-state-equality,garden state equality,2910,Garden State Equality,11000735
NJ;https://justfacts.votesmart.org/interest-group/2910/garden-state-equality,garden state equality,2910,Garden State Equality,1126201
NJ;https://justfacts.votesmart.org/interest-group/2050/new-jersey-right-to-life,new jersey right to life,2050,New Jersey Right To Life,21116
NJ;https://justfacts.votesmart.org/interest-group/2194/womens-political-caucus-of-new-jersey,womens political caucus of new jersey,2194,Womens Political Caucus Of New Jersey,17202
NH;https://justfacts.votesmart.org/interest-group/2131/republican-liberty-caucus-of-new-hampshire,republican liberty caucus of new hampshire,2131,TimeoutException,TimeoutException
NJ;https://justfacts.votesmart.org/interest-group/1348/new-jersey-citizen-action-pac,new jersey citizen action pac,1348,New Jersey Citizen Action Pac (Njca Pac),40453954
NH;https://justfacts.votesmart.org/interest-group/1644/new-hampshire-house-republican-alliance,new hampshire house republican alliance,1644,TimeoutException,TimeoutException
NH;https://justfacts.votesmart.org/interest-group/1129/national-rifle-association-political-victory-fund,national rifle association political victory fund,1129,TimeoutException,TimeoutException
NH;https://justfacts.votesmart.org/interest-group/1759/national-federation-of-independent-business-new-hampshire,national federation of independent business new hampshire,1759,TimeoutException,TimeoutException
NJ;https://justfacts.votesmart.org/interest-group/1512/new-jersey-public-interest-research-group,new jersey public interest research group,1512,TimeoutException,TimeoutException
NJ;https://justfacts.votesmart.org/interest-group/2613/jneso-the-professional-health-care-union,jneso the professional health care union,2613,TimeoutException,TimeoutException
NJ;https://justfacts.votesmart.org/interest-group/2191/new-jersey-building-and-construction-trades-council-afl-cio,new jersey building and construction trades council afl cio,2191,TimeoutException,TimeoutException
NJ;https://justfacts.votesmart.org/interest-group/3297/probation-association-of-new-jersey,probation association of new jersey,3297,TimeoutException,TimeoutException
NJ;https://justfacts.votesmart.org/interest-group/1878/sierra-club-new-jersey-chapter,sierra club new jersey chapter,1878,Sierra Club New Jersey Chapter,6573922
NJ;https://justfacts.votesmart.org/interest-group/1603/new-jersey-afl-cio,new jersey afl cio,1603,Council Of New Jersey State College Locals Cope-Aft / Afl-Cio Cope,44108936
NJ;https://justfacts.votesmart.org/interest-group/1603/new-jersey-afl-cio,new jersey afl cio,1603,New Jersey State Afl Cio,54448466
NJ;https://justfacts.votesmart.org/interest-group/1603/new-jersey-afl-cio,new jersey afl cio,1603,New Jersey State Afl-Cio,20155
NJ;https://justfacts.votesmart.org/interest-group/2616/the-bricklayers-and-allied-craftworkers-union-of-new-jersey,the bricklayers and allied craftworkers union of new jersey,2616,TimeoutException,TimeoutException
NJ;https://justfacts.votesmart.org/interest-group/2996/family-policy-alliance-of-new-jersey,family policy alliance of new jersey,2996,Family Policy Alliance Of New Jersey,55399809
NJ;https://justfacts.votesmart.org/interest-group/2090/new-jersey-league-of-conservation-voters,new jersey league of conservation voters,2090,New Jersey League Of Conservation Voters,19898745
NJ;https://justfacts.votesmart.org/interest-group/1891/national-association-of-social-workers-new-jersey-chapter,national association of social workers new jersey chapter,1891,New Jersey Chapter National Association Of Social Workers,21107
NJ;https://justfacts.votesmart.org/interest-group/1375/new-jersey-lesbian-and-gay-coalition,new jersey lesbian and gay coalition,1375,TimeoutException,TimeoutException
NJ;https://justfacts.votesmart.org/interest-group/2235/new-jersey-state-firefighters-mutual-benevolent-association,new jersey state firefighters mutual benevolent association,2235,TimeoutException,TimeoutException
NJ;https://justfacts.votesmart.org/interest-group/2190/new-jersey-state-nurses-association,new jersey state nurses association,2190,New Jersey State Nurses Association,10236886
NJ;https://justfacts.votesmart.org/interest-group/2190/new-jersey-state-nurses-association,new jersey state nurses association,2190,New Jersey State Nurses Association,43689196
NJ;https://justfacts.votesmart.org/interest-group/2190/new-jersey-state-nurses-association,new jersey state nurses association,2190,New Jersey State Nurses Association,6421034
NJ;https://justfacts.votesmart.org/interest-group/564/new-jersey-organization-for-a-better-state-pac-new-jobs-pac,new jersey organization for a better state pac new jobs pac,564,TimeoutException,TimeoutException
NJ;https://justfacts.votesmart.org/interest-group/3279/progressive-democrats-of-new-jersey,progressive democrats of new jersey,3279,TimeoutException,TimeoutException
NJ;https://justfacts.votesmart.org/interest-group/1872/republican-liberty-caucus,republican liberty caucus,1872,Republican Liberty Caucus,10244597
NJ;https://justfacts.votesmart.org/interest-group/1872/republican-liberty-caucus,republican liberty caucus,1872,Republican Liberty Caucus,10704656
NJ;https://justfacts.votesmart.org/interest-group/1872/republican-liberty-caucus,republican liberty caucus,1872,Republican Liberty Caucus,11055461
NJ;https://justfacts.votesmart.org/interest-group/1872/republican-liberty-caucus,republican liberty caucus,1872,Republican Liberty Caucus,11270538
NJ;https://justfacts.votesmart.org/interest-group/1872/republican-liberty-caucus,republican liberty caucus,1872,Republican Liberty Caucus,16755873
NJ;https://justfacts.votesmart.org/interest-group/1872/republican-liberty-caucus,republican liberty caucus,1872,Republican Liberty Caucus,1817488
NJ;https://justfacts.votesmart.org/interest-group/1872/republican-liberty-caucus,republican liberty caucus,1872,Republican Liberty Caucus,2002766
NJ;https://justfacts.votesmart.org/interest-group/1872/republican-liberty-caucus,republican liberty caucus,1872,Republican Liberty Caucus,20363931
NJ;https://justfacts.votesmart.org/interest-group/1872/republican-liberty-caucus,republican liberty caucus,1872,Republican Liberty Caucus,24865843
NJ;https://justfacts.votesmart.org/interest-group/1872/republican-liberty-caucus,republican liberty caucus,1872,Republican Liberty Caucus,37064237
NJ;https://justfacts.votesmart.org/interest-group/1872/republican-liberty-caucus,republican liberty caucus,1872,Republican Liberty Caucus,38431755
NJ;https://justfacts.votesmart.org/interest-group/1872/republican-liberty-caucus,republican liberty caucus,1872,Republican Liberty Caucus,38606598
NJ;https://justfacts.votesmart.org/interest-group/1872/republican-liberty-caucus,republican liberty caucus,1872,Republican Liberty Caucus,44645095
NJ;https://justfacts.votesmart.org/interest-group/1872/republican-liberty-caucus,republican liberty caucus,1872,Republican Liberty Caucus,7593920
NJ;https://justfacts.votesmart.org/interest-group/1872/republican-liberty-caucus,republican liberty caucus,1872,Republican Liberty Caucus,8874029
